Incident,Summary,label
ALCOHOL Drinking In Public,Two students were cited to Judicial Affairs for drinking alcohol on the roof of the location.,2
SERVICE Suspicious Circumstances,A student reported that she was awakened by noise outside her bedroom window and then observed a suspect jump over a fence onto the property. The student screamed and the suspect fled on foot in an unknown direction.,2
TRAFFIC Traffic Collision With Injuries,A student was struck by a vehicle while crossing the street at the location. The student sustained injuries to her elbow and hip and was treated and released at the scene.,3
SERVICE Suspicious Circumstances,A student reported receiving an offer of employment and a check from a company that had been identified as a fraud.,2
TRESPASS Trespassing,A suspect was arrested for trespassing at the location after he was observed urinating inside the garage.,3
SERVICE Injury Response,A staff member was transported to a local hospital for medical treatment after falling and hitting his head.,2
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by the contents of a trash bag.,3
FIRE Alarm Accidental,A fire alarm was activated by steam from an oven.,1
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Suspicious Circumstances,A terminated staff member was detained for causing a disturbance outside the location and asked to leave campus. The subject complied without further incident.,2
WARRANT Warrant Arrest,A trespassing suspect was arrested for an outstanding warrant.,2
ASSAULT Assault-Knife or Cutting Instrument,A suspect was arrested for threatening a staff member with a knife near the location.,4
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
CRIMINAL THREATS Criminal Threats,A non-USC male reported that an unidentified student threatened to kill him when he asked the subject to leave his bike shop at the location during an argument about bike repairs and it has caused him and his staff to fear for their safety.,2
THEFT-GRAND Theft Bicycle,A suspect removed a bicycle.,2
PROPERTY Lost/Missing Property,A student reported her wallet missing.,1
SERVICE Suspicious Circumstances,A faculty member reported receiving numerous vulgar and insulting messages that were sent to her social media accounts.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a wallet and a parking gate remote control.,2
SERVICE Suspicious Circumstances,"A suspect approached a student outside the location, asked for her name and then asked her to give him her cellular phone. Fearing for her safety, the student fled on foot and the suspect did not pursue her.",2
FIRE Alarm Smoke,A fire alarm was activated by smoke from kitchen staff cleaning a stove top.,2
TRESPASS Trespassing,"A student reported that his ex-girlfriend, also a student, entered his unsecured room at the location without permission. The student asked his ex-girlfriend to leave and she complied without further incident.",3
TRAFFIC Traffic Collision With Injuries,A student was struck by a vehicle while jogging near the location. The student sustained an injury to his back and was treated and released at the scene.,3
THEFT-GRAND Theft Grand-Plain,A suspect removed a hoverboard.,2
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by the contents of a trash bag.,3
BURGLARY Burglary-Residential,A suspect removed currency from a wallet.,3
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of a friend.,3
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
INCIDENT Dispute,"A non-USC female reported that her daughter, a student, was being mistreated by her roommates at the location.",2
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
FIRE Alarm Malfunction,A fire alarm was activated by unknown cause.,2
BATTERY Battery,A student reported that another student threw him to the ground during a confrontation inside the location.,3
THEFT-PETTY Shoplifting,A suspect was arrested for removing merchandise from the location without paying for it.,2
FIRE Alarm Malfunction,A fire alarm was activated by a malfunctioning smoke detector.,2
TRAFFIC Traffic Collision Without Injuries,"A staff member backed a University vehicle into a pillar, causing minor damage.",2
SUICIDE Attempt Suicide,A student was transported to a local hospital for medical treatment after consuming an unknown quantity of prescription medication in an apparent attempt to harm herself.,5
PROPERTY Lost/Missing Property,A staff member reported currency missing.,1
SERVICE Injury Response,A non-USC female was transported inside the facility for medical treatment after falling and hitting her head.,2
DISTURBANCE Disturbing The Peace,Officers responded to a report of a patient behaving erratically at the location. The officers were able to calm the patient and after it was determined that he did not meet the criteria for a psychological hold he was escorted out of the building to be transported home by a car service.,1
WARRANT Warrant Arrest,A trespassing suspect was arrested for an outstanding warrant.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
"OBSCENE ACTIVITY Obscene, Annoying, Threatening Phone Calls",A student reported receiving several annoying calls on her cellular phone from an unidentified male and it has caused her to fear for her safety.,2
VEHICLE CODE Hit & Run - Misdemeanor,A student reported that his vehicle was struck by another vehicle while it was parked at the location and the driver of the second vehicle left without reporting the incident or leaving any contact information at the scene.,3
EH&S Water Leak,A student reported that water was leaking through the living room ceiling of her apartment and it was subsequently determined to be coming from the kitchen sink in the apartment above hers. FMS personnel were requested and responded to clean up and conduct repairs.,3
TRAFFIC Traffic Collision-Pedestrian,"A student was struck by a vehicle while riding his skateboard near the location. The student sustained injuries to his elbow and hip, but he did not desire medical treatment.",2
TRAFFIC Traffic Collision-Bicycle,A student was struck by a vehicle while riding his bicycle near the location. The student sustained an injury to his mouth and was transported to a local hospital for medical treatment.,2
SERVICE Injury Response,A student was transported to a local hospital for medical treatment after cutting her foot on broken glass.,2
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of her roommate.,3
THEFT-MOTOR VEHICLE Theft from Motor Vehicle,"A suspect removed currency, clothing, a cell phone charger and a pair of sunglasses.",2
TRESPASS Trespassing,A student's boyfriend was arrested for trespassing at the location after her roommate asked him to leave and he refused to comply.,3
TRAFFIC Parking or Moving Violation,"A non-USC male was arrested for driving a vehicle without a license and for playing amplified music at an excessive volume, cited and released.",1
TRAFFIC Traffic Collision-Pedestrian,A student was struck by a vehicle while crossing the street at the location. The student sustained an injury to his leg and was transported to a local hospital for medical treatment.,2
THEFT-GRAND Theft Grand-Plain,A suspect removed a laptop computer and currency from a backpack.,2
PROPERTY Damaged Property,A staff member reported that the driver's side doors were damaged while his vehicle was parked at the location.,1
SERVICE Suspicious Circumstances,A student was cited to Judicial Affairs for allowing another student to use his USC ID to gain access to the dining hall at the location.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Illness Response,A student was transported to a local hospital for medical treatment after complaining of body aches and nausea.,2
TRESPASS Trespassing,A trespassing suspect was forcibly removed from the location after refusing to comply with LAPD officers who asked her to leave the premises.,3
HOMELAND SECURITY Bomb Threat-Commercial,Two faculty members reported receiving a threatening email at the location.,5
THEFT-GRAND Theft Grand-Plain,A suspect removed three cellular phones.,2
TRESPASS Trespassing,A suspect was arrested for trespassing at the location after ignoring an earlier warning to stay off University property.,3
EXTORTION Extortion,A student reported that a suspect attempted to extort money from him by threatening to send nude photos of him to his family and friends.,3
SERVICE Welfare Check,A welfare check was conducted on a student who was observed sitting on a ledge outside a dorm room on the eighth floor of the location. The student informed the responding officers that he was out on the ledge to enjoy the view and they concluded that,2
SERVICE Injury Response,A non-USC female was transported to a local hospital for medical treatment after falling and hitting her head.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a package that was delivered to the location.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a tablet computer.,2
ASSAULT Assault-Other Dangerous Weapon,A staff member reported that she was nearly struck by a vehicle driven by another staff member while she was walking near the location and she believes the incident was intentional.,4
THEFT-GRAND Theft Grand-Plain,A suspect removed an electric scooter.,2
PROPERTY Lost/Missing Property,A student reported her wallet missing.,1
THEFT-PETTY Theft Petty-Plain,A suspect removed a laptop computer.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a laptop computer.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed the front wheel from a bicycle.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
ROBBERY Robbery-Fear,"A suspect approached a student who was walking near the location, stated that he had a gun and demanded money. Fearing for his safety the student handed over twenty dollars, then the suspect fled on a bicycle.",3
BURGLARY Burglary-Residential,A suspect smashed a screen door window and pried open a door to gain entry to the location. It could not be determined if any property had been removed at the time of the report.,3
PROPERTY Lost/Missing Property,A staff member reported three tables missing.,1
SERVICE Injury Response,A parking control arm lowered and struck a student in the face and chest as she was walking past it. The student did not desire medical treatment.,2
SERVICE Illness Response,A staff member was examined and released at the scene after complaining of chest pains.,2
TRAFFIC Traffic Collision Without Injuries,"A staff member drove his personal vehicle into a parked University vehicle, causing minor damage.",2
THEFT-GRAND Theft Grand-Plain,A suspect removed a backpack.,2
PROPERTY Damaged Property,A staff member reported that the rear bumper was damaged while his vehicle was parked at the location.,1
THEFT-MOTOR VEHICLE Theft from Motor Vehicle,A suspect removed the catalytic converter.,2
PROPERTY Damaged Property,A student reported that the front bumper was damaged while her vehicle was parked at the location.,1
SERVICE Illness Response,A staff member was examined and released at the scene after fainting.,2
THEFT-GRAND Theft Bicycle,A suspect was arrested for removing a non-USC male's bicycle from the location and his companion was arrested for a probation violation.,2
SERVICE Welfare Check,A welfare check was conducted on a student at the location after she reportedly made statements about having suicidal thoughts. The student was placed in contact with a counselor at the Student Counseling Center and she was subsequently cleared for release.,2
SERVICE Welfare Check,A welfare check was conducted on a student at the location after she reportedly made a statement about harming herself. The student was unharmed when contacted by officers and she was cleared for release after speaking with a counselor at the Student Counseling Center.,2
SERVICE Illness Response,A student was examined and released at the scene after suffering a seizure.,2
SERVICE Injury Response,A student was transported to a local hospital for medical treatment after sustaining a possible concussion.,2
PROPERTY Lost/Missing Property,A student reported her wallet missing.,1
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-MOTOR VEHICLE Theft from Motor Vehicle,A suspect removed miscellaneous tools.,2
SERVICE Welfare Check,A welfare check was conducted on a student at the location after a friend reported receiving a disturbing text message from her. The student met with a counselor at the scene and she was subsequently cleared for release.,2
SERVICE Person Stuck In Elevator,LAFD responded to the location to free five people who were trapped in an elevator.,5
HARASSMENT Harassment,A student reported that an acquaintance has been attempting to contact her via social media after she ended communication with him and it has caused her to feel uncomfortable.,2
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
SERVICE Illness Response,A student was transported to a local hospital for medical treatment after complaining of a rapid heartbeat and feeling faint.,2
BATTERY Battery W/ Serious Injury,A suspect was arrested for assaulting two officers who were attempting to detain him for questioning.,4
ALCOHOL Drunk In Public,An intoxicated student was examined and released into the care of his roommates after smashing a window at the location.,2
PROPERTY Damaged Property,A staff member reported that the rear passenger side door and bumper were damaged while his vehicle was parked at the location.,1
PROPERTY Damaged Property,"A roll up parking gate lowered and struck a student's vehicle as she drove under it, causing minor damage.",1
PROPERTY Damaged Property,A suspect used an unknown object to scratch the paint on the rear wheel well of a non-USC male's vehicle while it was parked at the location.,1
SERVICE Welfare Check,A welfare check was conducted on a student who was heard screaming at a male in a vehicle parked near the location. Officers determined that the male was the student's boyfriend and they were involved in an argument. The student did not desire any assistance and the officers cleared the scene.,2
THEFT-MOTOR VEHICLE Theft from Motor Vehicle,"A suspect removed the vehicle registration slip, a suit, a pair of sunglasses and a GPS unit.",2
VANDALISM Vandalism-Felony,A suspect was arrested for spray painting graffiti on two windows at the location.,3
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of his roommate.,3
LA MUNICIPAL CODE Loud and Raucous Noise,Officers responded to a report of a female crying and yelling in an apartment at the location and found a student who stated that she was suffering from an anxiety attack. The officers were able to calm the student and they cleared the scene after she declined further assistance.,1
PROPERTY Lost/Missing Property,A staff member reported her culinary knife missing.,1
THEFT-PETTY Theft Petty-Plain,A suspect removed a computer monitor.,2
SERVICE Person Stuck In Elevator,FMS personnel responded to the location to free five students who were trapped in an elevator.,5
THEFT-PETTY Theft Petty-Plain,A suspect removed a skateboard.,2
TRAFFIC Traffic Collision With Injuries,"A student driving his personal vehicle collided with a non-USC male driving his personal vehicle, causing major damage to both vehicles. The male complained of chest and back pain and was transported to a local hospital for medical treatment.",3
SERVICE Welfare Check,A welfare check was was conducted on a student at the location after a friend reported receiving text messages from her that indicated she may attempt to harm herself. The student was unharmed when contacted by officers and she was cleared for release after speaking to a counselor at the Student Counseling Center.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed three packages from the front porch of the location.,2
THEFT-GRAND PERSON Grand Theft Person,A suspect approached a student from behind and snatched her cellular phone from her hand. The suspect then fled on foot and disappeared from sight.,4
THEFT-MOTOR VEHICLE Theft from Motor Vehicle,A suspect removed a camera.,2
FIRE Alarm Smoke,A fire alarm was activated by smoke from burnt food.,2
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of a friend.,3
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of a friend.,3
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of her roommate.,3
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of a friend.,3
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of a friend.,3
THEFT-PETTY Theft Petty-Plain,A suspect removed a phone charger.,2
BATTERY Battery,A suspect was arrested for repeatedly touching a minor as she was traveling on a Metro train with her mother.,3
PROPERTY Damaged Property,A student reported that the front driver's side door and fender were damaged while his vehicle was parked at the location.,1
THEFT-PETTY Theft Petty-Plain,A suspect removed a chair and a rug.,2
ASSAULT Assault-Other Dangerous Weapon,A suspect was arrested for throwing two light bulbs at a faculty member near the location.,4
THEFT-PETTY Theft Petty-Plain,A suspect removed a wallet.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a cellular phone.,2
FIRE Alarm Malfunction,A fire alarm was activated by unknown cause.,2
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
TRAFFIC Traffic Collision With Injuries,A student was struck by a University vehicle while riding his skateboard near the location. The student sustained injuries to his back and buttocks and was examined and released at the scene.,3
THEFT-PETTY Theft Petty-Plain,A suspect removed a purse.,2
DOMESTIC VIOLENCE Willfull Infliction of Corporal Injury,Two students were involved in a physical altercation at the location.,3
SERVICE Suspicious Circumstances,Officers responded to a report of possible shots fire at the location and a subsequent investigation revealed that someone had set off fireworks during a party in one of the apartments.,2
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of her roommate.,3
SERVICE Suspicious Circumstances,"A staff member reported that two suspects began following him as he was walking from the location toward campus and he believes they intended to steal his cellular phone, but both subjects fled on foot when he stopped and began taking their pictures.",2
THEFT-GRAND AUTO Grand Theft Auto,,4
BURGLARY Burglary-Residential,"A suspect removed a purse, two backpacks and miscellaneous clothing.",3
ALCOHOL Alcohol/Drug Overdose,A non-USC male was transported to a local hospital for medical treatment following an alcohol overdose.,3
VANDALISM Vandalism-Misdemeanor,A suspect used an unknown object to scratch the front driver's side window of a non-USC male's vehicle while it was parked at the location.,2
SERVICE Suspicious Circumstances,A student reported that another student threatened him during a confrontation outside the location and it has caused him to fear for his safety.,2
SERVICE Suspicious Circumstances,A student reported that another student's behavior toward her has caused her to fell uncomfortable.,2
TRAFFIC Traffic Collision Without Injuries,"A student backed a University vehicle into a pole, causing minor damage.",2
FIRE Alarm Malfunction,A fire alarm was activated by unknown cause.,2
SEX OFFENSE Rape,A non-USC female reported that she was sexually assaulted.,5
THEFT-PETTY Theft Bicycle,A suspect was arrested for removing a student's bicycle from the location.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
PROPERTY Damaged Property,A student reported that the front passenger side door was dented while her vehicle was parked at the location.,1
SERVICE Suspicious Circumstances,A student reported that an unidentified male who was standing near the location dressed in a security guard uniform began following her and asking personal questions while she was walking toward campus and she found his behavior suspicious.,2
THEFT-PETTY Theft Petty-Plain,"A suspect removed a department issued uniform, badge and two way radio.",2
SERVICE Illness Response,A non-USC male suffering from an unspecified illness was transported to a local hospital for medical treatment.,2
SERVICE Suspicious Circumstances,A student reported receiving several odd and threatening text messages from another student and it has caused her to fear for her safety.,2
PROPERTY Damaged Property,A student reported that the rear bumper was damaged while his vehicle was parked at the location.,1
CRIMINAL THREATS Criminal Threats,A non-USC male reported that another non-USC male threatened him after colliding with him on a bicycle.,2
EH&S Gas Leak,"LAFD responded to a report of the smell of gas in a hallway at the location, but they were unable to detect the presence of gas and they subsequently cleared the area for reentry.",3
SERVICE Injury Response,A student was transported to a local hospital for medical treatment after cutting her hands and feet on glass from a broken shower door.,2
SERVICE Illness Response,A student was examined and released to seek medical treatment on her own after complaining of abdominal pain.,2
PROPERTY Damaged Property,"A non-USC female reported that her vehicle was sideswiped by another vehicle as she was driving inside the location, causing minor damage to the front bumper.",1
"OBSCENE ACTIVITY Obscene, Annoying, Threatening Phone Calls","A staff member reported receiving a package at her residence from a former student who was issued a University ""stay away"" letter due to his continued harassment of staff members at the location and it has caused her to fear for her safety.",2
THEFT-MOTOR VEHICLE Theft from Motor Vehicle,A suspect removed a USC parking permit.,2
THEFT-GRAND Theft Grand-Plain,A suspect removed three necklaces.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a package that was delivered to the location.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Illness Response,A student was transported to a local hospital for medical treatment after he was found passed out in a restroom stall at the location.,2
SERVICE Suspicious Circumstances,"A bike theft suspect was detained for investigation, questioned and released.",2
BURGLARY-MOTOR VEHICLE Burglary-Motor Vehicle,"A suspect removed a laptop computer, miscellaneous clothing and a textbook.",4
PROPERTY Lost/Missing Property,A staff member reported his department issued badge missing.,1
SUICIDE Attempt Suicide,A student was transported to a local hospital for medical treatment after an apparent attempt to harm herself.,5
HARASSMENT Stalking,"A student reported that her ex-boyfriend, also a student, has been stalking her.",2
THEFT-PETTY Theft Petty-Plain,A suspect removed a wallet.,2
PROPERTY Damaged Property,A non-USC male reported that while he was sitting inside his parked vehicle it was struck by another vehicle and after parking next to him the driver of the second vehicle walked away without stopping to identify himself.,1
BURGLARY-MOTOR VEHICLE Burglary-Motor Vehicle,A suspect removed four tablet computers.,4
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Injury Response,A doctor sustained a cut to her lip and one of her teeth was partially dislodged when a disoriented patient punched her in the face. The doctor did not desire criminal prosecution of the matter.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a backpack.,2
BATTERY Battery,A suspect was arrested for punching an officer twice in the face as he was attempting to detain her for a trespassing investigation.,3
SERVICE Illness Response,A non-USC female was transported to a local hospital for medical treatment after collapsing outside the location.,2
HARASSMENT Harassment,A student reported that another student has been making unwanted contact with her and requested assistance in getting him to stop.,2
SERVICE Maintenance Request (Non-Lighting),A student reported that water from a clogged toilet and bathtub had flooded her apartment. FMS personnel were requested and responded to clean up and conduct repairs.,1
THEFT-PETTY Theft Petty-Plain,A suspect removed a backpack.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a package that was delivered to the location.,2
THEFT-GRAND AUTO Grand Theft Auto,"A suspect removed a gray, 2010 Toyota Prius that was parked outside the location.",4
SERVICE Suspicious Circumstances,Officers responded to a report of a suspect tampering with a vehicle parked near the location and detained him for questioning. During the subsequent investigation it was determined that the suspect is a friend of the owner of the vehicle and no crime had,2
VANDALISM Vandalism-Misdemeanor,A suspect was arrested for spray painting graffiti on a wall near the location.,2
FIRE Alarm Accidental,Smoke alarm was triggered by steam cleaning.,1
FRAUD Fraud-General,A student reported unauthorized purchases on his debit card.,2
SERVICE Suspicious Circumstances,A staff member discovered 5 syringes and a burnt open beer can inside a unoccupied room.,2
SERVICE Illness Response,A student stated that he felt dizzy and possibly dehydrated. He declined medical attention.,2
SERVICE Injury Response,A student fell from her skateboard sustaining injury to her right ankle. The student was transported to a hospital.,2
INCIDENT Dispute,Two male student roommates had a verbal argument that resulted in property damage.,2
FIRE Alarm Malicious,Unknown person triggered the fire alarm by activating a pull station.,3
ASSAULT Assault-Other Dangerous Weapon,Two male siblings were involved in a physical altercation. No USC involvement.,4
TRESPASS Trespassing,A non-USC male was warned of trespassing.,3
THEFT-PETTY Theft Bicycle,A suspect was arrested for bike theft.,2
HARASSMENT Stalking,A female student reported unwanted messages and contacts from her ex-boyfriend.,2
SERVICE Illness Response,A student had an allergic reaction to peanuts.,2
SERVICE Suspicious Circumstances,"A staff member reported receiving numerous annoying phone calls from her ex-boyfriend, during which he threatened that he would get her terminated from her job.",2
BATTERY Battery,A student observed a suspect push a non-USC female as he was riding his bicycle near the location and when he attempted to intervene the suspect pushed him off his bike and knocked his glasses off his face. Officers responded and the suspect was arrested.,3
FIRE Alarm Accidental,A fire alarm was accidentally activated from a pull station.,1
NARCOTICS Possession of a Controlled Substance,A shoplifting suspect was arrested for three outstanding warrants and possession of a controlled substance.,3
THEFT-PETTY Theft Petty-Plain,A suspect removed a bicycle.,2
TRAFFIC Traffic Collision Without Injuries,"A student drove a University vehicle into an unidentified subject's parked vehicle, causing minor damage.",2
SERVICE Injury Response,A student was transported to a local hospital for medical treatment after puncturing her thumb with a pipette.,2
PROPERTY Damaged Property,A non-USC male reported that the front passenger side wheel well and quarter panel were damaged by unknown means while he was parking inside the location..,1
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of her roommate.,3
THEFT-PETTY Theft Petty-Plain,A suspect removed a laptop computer.,2
"EH&S Smell of Smoke, Odor, Non-Fire",LAFD and FMS personnel responded to a report of an unknown odor in two offices at the location and determined that it was coming from a malfunctioning air conditioner. Repairs were then initiated by the FMS personnel and the rooms were cleared for reentry.,1
ROBBERY Robbery-Strong Arm-Attempt,Three suspects approached a student from behind as she was walking near the location and began punching and kicking her while attempting to pull her purse off her shoulder. The student was then thrown to the ground and struck several more times before the suspects fled on foot without removing the purse.,3
FIRE Alarm Smoke,A fire alarm was activated by cigarette smoke.,2
SERVICE Illness Response,A student was transported to a local hospital for medical treatment after suffering an adverse reaction to consuming a marijuana brownie.,2
DISTURBANCE Disturbing The Peace,A student's intoxicated boyfriend became unruly on a bus ride home from a party and it caused other passengers to fear for her safety if she remained with him. Officers detained the boyfriend and he and the student were subsequently transported to separate apartments to stay for the night.,1
SERVICE Welfare Check,Officers responded to the location to check on the welfare of a student who was heard arguing with his girlfriend. The student stated that he was venting to his girlfriend about family issues and he was cleared for release after speaking with a counselor at the Student Counseling Center.,2
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by the contents of a trash bag.,3
SERVICE Welfare Check,Officers responded to a report of a security guard at the location behaving erratically. The guard informed the officers that he was upset about several personal issues and he was subsequently relieved of his duties for the evening.,2
SERVICE Injury Response,A student was transported to SHC for medical treatment after falling and sustaining a cut to the back of her head.,2
PROPERTY Damaged Property,A non-USC female reported that someone has been tampering with her property inside her apartment at the location.,1
THEFT-PETTY Theft Petty-Plain-Attempt,A suspect was detained for attempting to remove merchandise from the location without paying for it. The merchandise was recovered and the suspect was released.,2
INCIDENT Dispute,A faculty member reported that a non-USC male pushed him to the ground during a confrontation at the location. The faculty member did not desire criminal prosecution of the matter.,2
ROBBERY Robbery-Fear-Attempt,Two suspects approached a juvenile at the location and demanded his property. Fearing for his safety the juvenile fled on foot and the suspects did not pursue him.,2
TRESPASS Trespassing,A suspect was arrested for trespassing at the location.,3
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was transported to a local hospital for medical treatment after falling and sustaining a cut to the back of her head.,3
ASSAULT Assault-Knife or Cutting Instrument,DPS officers responded to the location to assist LAPD officers in subduing and detaining a suspect armed with a knife. There was no USC involvement.,4
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of her roommate.,3
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
THEFT-GRAND Theft Grand-Plain,A suspect removed a laptop computer.,2
SERVICE Welfare Check,"Officers stopped to check on the welfare check of a male who was observed lying on the ground outside the location, but he declined assistance. A check of the male's name revealed that he had an outstanding warrant and he was subsequently arrested.",2
NARCOTICS Possession of Drug Paraphernalia,A suspect who was reported to have been causing a disturbance at the location was arrested for possession of a controlled substance.,3
TRESPASS Trespassing,A non-USC female reported that a suspect entered her vacant property at the location without permission and left behind his personal belongings. The suspect was subsequently contacted and he responded to remove the items without incident. The female did not desire criminal prosecution of the matter.,3
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a cellular phone.,2
"DISORDERLY CONDUCT Prowling, Loitering",A suspect was arrested for prowling in the bike racks outside the location.,1
ROBBERY Robbery-Strong Arm-Attempt,"A suspect stepped in front of a student who was riding his skateboard on Jefferson Bl. near Broadway Ave. and attempted to forcibly remove his wallet from his pants pocket. The student pushed the suspect away, then he fled on his skateboard and the suspect did not pursue him.",3
SERVICE Welfare Check,A welfare check was conducted on a student at the location after another student reported receiving disturbing text messages from him. The student was placed in contact with a counselor at the Student Counseling Center and he was subsequently cleared for release.,2
ALCOHOL Drunk In Public,An intoxicated student was examined and released into the care of a friend.,2
SERVICE Illness Response,A non-USC female suffering from a possible stomach virus was transported to a local hospital for medical treatment.,2
FIRE Alarm Malfunction,A fire alarm was activated by unknown cause.,2
DISTURBANCE Disturbing The Peace,"Officers responded to a report of a suspect yelling and cursing at a student and a staff member at the location, but he left the building prior to their arrival and could not be located during a subsequent search of the area.",1
SERVICE Illness Response,A student was examined and released at the scene after experiencing an adverse reaction to her prescription medication.,2
THEFT-GRAND Theft Grand-Plain,A suspect removed two dental tools.,2
THEFT-GRAND Theft Grand-Plain,A suspect removed a package from the front porch of the location.,2
SERVICE Suspicious Circumstances,,2
THEFT-PETTY Theft Petty-Plain,A suspect removed two packages from the front porch of the location.,2
THEFT-GRAND Theft Grand-Plain,A suspect removed a laptop computer.,2
TRAFFIC Parking or Moving Violation,Officers responded to a report of a suspicious vehicle parked near the location and upon running the license plate number they determined that it was wanted for outstanding violations. The driver was detained and he was arrested after a check of his name revealed that he had an outstanding warrant.,1
SERVICE Welfare Check,A student was transported to S/W station to be evaluated by a MEU officer.,2
EH&S Hazardous Materials,Safety Office personnel responded to a report of an unknown chemical spill in a room at the location. The chemical was determined not to be hazardous and it was cleaned up by the Safety Office personnel.,1
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a wallet.,2
"OBSCENE ACTIVITY Obscene, Annoying, Threatening Phone Calls",A staff member reported receiving annoying and threatening fax messages at the location.,2
EXTORTION Extortion,A student reported that a suspect threatened to alter her grades by hacking into the University records system if she did not send him money.,3
THEFT-GRAND Theft Grand-Plain,A suspect removed a cellular phone.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a purse.,2
IDENTITY THEFT Identity Theft,A suspect used unknown means to make two unauthorized purchases on a student's credit card account.,3
SERVICE Injury Response,A student was transported to a local hospital for medical treatment after injuring his knee.,2
ROBBERY Robbery-Fear-Attempt,DPS officers responded to the location to assist LAPD officers in the arrest of two robbery suspects. There was no USC involvement.,2
TRAFFIC Traffic Collision With Injuries,,3
TRAFFIC Traffic Collision Without Injuries,"A student driving a University vehicle collided with a non-USC male driving his personal vehicle, causing minor to moderate damage.",2
SERVICE Welfare Check,Officers responded to the location to search for a student who had been reported missing by her mother and they were advised by an RA and the student's roommate that she had moved home the previous weekend and had not been heard from since then. The local police conducting the investigation were then advised of the officers' findings.,2
SERVICE Illness Response,A juvenile was examined and released into the care of her mother after suffering an anxiety attack.,2
THEFT-GRAND Theft Bicycle,A suspect removed a bicycle.,2
THEFT-PETTY Theft Bicycle,A suspect was arrested for removing a bicycle from the location.,2
PROPERTY Damaged Property,A staff member reported that the front driver's side quarter panel was damaged while his vehicle was parked at the location.,1
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
PROPERTY Damaged Property,A staff member reported that the passenger side door and rear quarter panel were damaged while her vehicle was parked at the location.,1
TRAFFIC Traffic Collision Without Injuries,"A panel on a University tram driven by a staff member popped open and struck a passing vehicle driven by a non-USC female, causing minor damage.",2
VANDALISM Vandalism-Misdemeanor,A suspect used an unknown object to scratch the paint on the driver's side door of a faculty member's vehicle while it was parked at the location.,2
BURGLARY Burglary-Residential,A suspect removed a backpack.,3
